id,created
35495,2015-07-04 03:59:38
35521,2015-07-04 06:27:53
35524,2015-07-04 07:05:12
35537,2015-07-04 14:28:26
35525,2015-07-04 07:13:09
35526,2015-07-04 07:15:18
35528,2015-07-04 07:23:17
35530,2015-07-04 07:44:58
35531,2015-07-04 08:21:16
35533,2015-07-04 11:26:32
35534,2015-07-04 11:52:05
35535,2015-07-04 00:08:36
35425,2015-07-03 22:25:55
35538,2015-07-04 15:04:34
35539,2015-07-04 15:04:34
35540,2015-07-04 15:06:46
35541,2015-07-04 15:11:38
35542,2015-07-04 15:25:53
35544,2015-07-04 15:30:14
35545,2015-07-04 15:41:19
35550,2015-07-04 16:14:24
35546,2015-07-04 15:43:14
35543,2015-07-04 15:27:51
35547,2015-07-04 15:47:50
35548,2015-07-04 15:48:08
35584,2015-07-04 21:58:06
35551,2015-07-04 16:16:10
35552,2015-07-04 16:21:34
35554,2015-07-04 16:31:33
35555,2015-07-04 16:42:46
35560,2015-07-04 17:22:37
35556,2015-07-04 16:50:45
35564,2015-07-04 18:17:35
35557,2015-07-04 16:56:18
35558,2015-07-04 16:59:42
35601,2015-07-05 01:55:21
35565,2015-07-04 18:22:05
35411,2015-07-03 22:01:59
35568,2015-07-04 18:58:41
35582,2015-07-04 21:21:15
35583,2015-07-04 21:32:58
35562,2015-07-04 17:55:04
35563,2015-07-04 18:12:17
35580,2015-07-04 21:05:12
35403,2015-07-03 21:40:39
35600,2015-07-05 01:41:28
35509,2015-07-04 04:58:42
35566,2015-07-04 18:45:41
35578,2015-07-04 20:53:04
35575,2015-07-04 20:04:23
35602,2015-07-05 02:30:47
35569,2015-07-04 19:22:34
35571,2015-07-04 19:51:09
35594,2015-07-05 00:15:40
35573,2015-07-04 19:54:33
35596,2015-07-05 00:25:55
35570,2015-07-04 19:38:57
35574,2015-07-04 20:03:20
35587,2015-07-04 23:19:18
35577,2015-07-04 20:43:55
35579,2015-07-04 20:56:15
35581,2015-07-04 21:12:36
35588,2015-07-04 23:21:49
35576,2015-07-04 20:17:57
35585,2015-07-04 22:43:06
35586,2015-07-04 23:15:38
35590,2015-07-04 23:29:47
35591,2015-07-04 23:45:22
35592,2015-07-05 00:10:46
35595,2015-07-05 00:24:54
35549,2015-07-04 16:00:30
35597,2015-07-05 00:47:52
35598,2015-07-05 01:10:41
35599,2015-07-05 01:34:29
35603,2015-07-05 02:51:34
35606,2015-07-05 03:30:07
35607,2015-07-05 03:31:54
35608,2015-07-05 03:40:06
35609,2015-07-05 03:55:16
35611,2015-07-05 04:30:38
35634,2015-07-05 15:58:07
35613,2015-07-05 04:38:50
35614,2015-07-05 04:41:03
35615,2015-07-05 05:34:00
35630,2015-07-05 14:45:38
35616,2015-07-05 05:40:00
35619,2015-07-05 06:24:28
35305,2015-07-03 19:07:35
35617,2015-07-05 05:41:45
35632,2015-07-05 15:53:07
35618,2015-07-05 06:01:43
35485,2015-07-04 02:49:02
35421,2015-07-03 22:16:00
35620,2015-07-05 06:53:10
35621,2015-07-05 07:15:35
35622,2015-07-05 08:16:44
35640,2015-07-05 16:26:32
35623,2015-07-05 10:22:49
35624,2015-07-05 00:24:25
35625,2015-07-05 13:36:31
35629,2015-07-05 14:32:05
35626,2015-07-05 13:52:23
35627,2015-07-05 13:53:29
35628,2015-07-05 14:31:08
35589,2015-07-04 23:27:40
35631,2015-07-05 15:49:55
35633,2015-07-05 15:56:30
35635,2015-07-05 16:06:02
35636,2015-07-05 16:16:15
35637,2015-07-05 16:21:16
35638,2015-07-05 16:21:32
35639,2015-07-05 16:26:15
35641,2015-07-05 16:38:05
35642,2015-07-05 17:08:23
35394,2015-07-03 21:24:24
35643,2015-07-05 17:36:39
35644,2015-07-05 17:59:45
35647,2015-07-05 18:26:00
35354,2015-07-03 20:14:25
35610,2015-07-05 04:14:15
35645,2015-07-05 18:21:55
35646,2015-07-05 18:24:11
35649,2015-07-05 18:34:13
35650,2015-07-05 18:53:12
35870,2015-07-07 08:01:01
35651,2015-07-05 18:56:28
35652,2015-07-05 19:00:40
35653,2015-07-05 19:01:43
35654,2015-07-05 19:28:24
35655,2015-07-05 19:29:22
35656,2015-07-05 19:29:52
35657,2015-07-05 19:42:59
35658,2015-07-05 19:49:33
35659,2015-07-05 19:51:31
35660,2015-07-05 20:13:52
35665,2015-07-05 22:16:54
35933,2015-07-07 22:06:02
35661,2015-07-05 20:40:12
35662,2015-07-05 21:18:56
35663,2015-07-05 21:47:26
35900,2015-07-07 18:18:56
35553,2015-07-04 16:22:29
35664,2015-07-05 22:05:58
35843,2015-07-07 06:25:13
35666,2015-07-05 22:17:09
35668,2015-07-05 23:00:12
35667,2015-07-05 22:51:12
35572,2015-07-04 19:54:24
35669,2015-07-05 23:02:05
35670,2015-07-05 23:04:58
35671,2015-07-05 23:09:58
35241,2015-07-03 17:31:15
35672,2015-07-05 23:19:50
35673,2015-07-05 23:21:50
35674,2015-07-05 23:25:22
35676,2015-07-05 23:48:04
35675,2015-07-05 23:37:40
35677,2015-07-05 23:51:00
35678,2015-07-05 23:53:30
35679,2015-07-05 23:54:27
35680,2015-07-06 00:17:04
35681,2015-07-06 00:24:25
35682,2015-07-06 00:24:45
35685,2015-07-06 01:02:12
35683,2015-07-06 00:48:30
35467,2015-07-04 01:23:01
35686,2015-07-06 01:07:48
35687,2015-07-06 01:16:47
35689,2015-07-06 01:36:26
35690,2015-07-06 01:39:27
35691,2015-07-06 02:01:03
35721,2015-07-06 10:53:11
35692,2015-07-06 02:11:20
35930,2015-07-07 22:01:02
35750,2015-07-06 18:34:01
35694,2015-07-06 03:00:47
35695,2015-07-06 03:01:11
35501,2015-07-04 04:26:16
35696,2015-07-06 03:05:30
35723,2015-07-06 13:33:56
35735,2015-07-06 16:38:40
35698,2015-07-06 03:06:25
35699,2015-07-06 03:07:07
35700,2015-07-06 03:12:25
35726,2015-07-06 15:06:18
35713,2015-07-06 05:06:27
35703,2015-07-06 03:35:44
35701,2015-07-06 03:13:45
35744,2015-07-06 17:59:36
35702,2015-07-06 03:15:10
35729,2015-07-06 15:38:34
35704,2015-07-06 03:36:21
35705,2015-07-06 03:45:52
35711,2015-07-06 04:42:41
35069,2015-07-02 22:53:24
35706,2015-07-06 03:46:31
35707,2015-07-06 04:09:21
35708,2015-07-06 04:13:00
35716,2015-07-06 06:05:59
35709,2015-07-06 04:18:16
35733,2015-07-06 16:23:38
35710,2015-07-06 04:35:46
35715,2015-07-06 05:44:22
35712,2015-07-06 04:53:16
35714,2015-07-06 05:33:57
35039,2015-07-02 19:49:40
35717,2015-07-06 06:26:34
35718,2015-07-06 07:45:51
35720,2015-07-06 09:58:32
35724,2015-07-06 13:38:03
35719,2015-07-06 08:08:45
35725,2015-07-06 14:59:47
35728,2015-07-06 15:35:10
35730,2015-07-06 15:42:22
35732,2015-07-06 16:16:24
35077,2015-07-02 23:57:30
35747,2015-07-06 18:12:17
35748,2015-07-06 18:26:31
35731,2015-07-06 16:16:24
35205,2015-07-03 16:25:18
35736,2015-07-06 16:41:52
35734,2015-07-06 16:34:53
35752,2015-07-06 19:15:08
35741,2015-07-06 17:51:21
35749,2015-07-06 18:29:18
35737,2015-07-06 17:36:32
35753,2015-07-06 19:27:45
35738,2015-07-06 17:37:04
35407,2015-07-03 21:55:58
35746,2015-07-06 18:11:06
35755,2015-07-06 19:39:31
35745,2015-07-06 18:03:25
35739,2015-07-06 17:47:14
35740,2015-07-06 17:47:26
35742,2015-07-06 17:51:23
35743,2015-07-06 17:58:00
35751,2015-07-06 18:50:03
35754,2015-07-06 19:33:08
35756,2015-07-06 19:41:23
35757,2015-07-06 19:51:14
35760,2015-07-06 20:23:23
35761,2015-07-06 20:24:22
35758,2015-07-06 20:00:08
35762,2015-07-06 20:33:56
35759,2015-07-06 20:13:28
35766,2015-07-06 22:15:27
35396,2015-07-03 21:24:44
35764,2015-07-06 22:01:33
35778,2015-07-07 00:25:21
35763,2015-07-06 21:53:22
35765,2015-07-06 22:08:36
35767,2015-07-06 22:48:20
35768,2015-07-06 22:55:19
35774,2015-07-06 23:48:55
35771,2015-07-06 23:21:43
35769,2015-07-06 23:04:58
35770,2015-07-06 23:20:49
35772,2015-07-06 23:22:23
35775,2015-07-07 00:18:24
35773,2015-07-06 23:45:13
35605,2015-07-05 03:29:13
35776,2015-07-07 00:20:26
35785,2015-07-07 02:11:06
35820,2015-07-07 06:21:17
35783,2015-07-07 01:34:19
35782,2015-07-07 01:25:05
35693,2015-07-06 02:53:31
35779,2015-07-07 00:54:34
35780,2015-07-07 00:58:19
35781,2015-07-07 01:06:34
35784,2015-07-07 01:49:45
35786,2015-07-07 02:38:54
35787,2015-07-07 02:44:45
35788,2015-07-07 02:44:45
35873,2015-07-07 08:54:08
35926,2015-07-07 21:37:25
35898,2015-07-07 18:03:32
35940,2015-07-07 22:38:52
35789,2015-07-07 02:47:09
35810,2015-07-07 04:22:25
35790,2015-07-07 02:57:29
35811,2015-07-07 04:22:28
35849,2015-07-07 06:25:46
35868,2015-07-07 06:41:51
35688,2015-07-06 01:32:20
35791,2015-07-07 03:05:27
35803,2015-07-07 04:22:02
35792,2015-07-07 03:25:06
35794,2015-07-07 03:51:50
35837,2015-07-07 06:24:43
35857,2015-07-07 06:30:55
35892,2015-07-07 17:25:58
35793,2015-07-07 03:47:04
35797,2015-07-07 04:13:24
35795,2015-07-07 03:54:16
35845,2015-07-07 06:25:30
35805,2015-07-07 04:22:07
35830,2015-07-07 06:21:49
35796,2015-07-07 04:04:49
35815,2015-07-07 04:23:02
35798,2015-07-07 04:13:46
35824,2015-07-07 06:21:31
35860,2015-07-07 06:31:08
35901,2015-07-07 18:28:12
35923,2015-07-07 21:26:49
35799,2015-07-07 04:14:22
35804,2015-07-07 04:22:04
35809,2015-07-07 04:22:22
35844,2015-07-07 06:25:19
35864,2015-07-07 06:31:27
35802,2015-07-07 04:21:52
35800,2015-07-07 04:14:48
35812,2015-07-07 04:22:34
35819,2015-07-07 06:14:33
35847,2015-07-07 06:25:36
35848,2015-07-07 06:25:41
35879,2015-07-07 16:02:44
35893,2015-07-07 17:39:52
35806,2015-07-07 04:22:14
35829,2015-07-07 06:21:47
35836,2015-07-07 06:24:39
35839,2015-07-07 06:24:51
35807,2015-07-07 04:22:18
35863,2015-07-07 06:31:20
35950,2015-07-07 23:25:42
35878,2015-07-07 15:46:48
35808,2015-07-07 04:22:20
35826,2015-07-07 06:21:41
35853,2015-07-07 06:30:35
35925,2015-07-07 21:35:08
35899,2015-07-07 18:08:26
35813,2015-07-07 04:22:37
35903,2015-07-07 18:48:50
35928,2015-07-07 21:43:03
35951,2015-07-07 23:29:58
35816,2015-07-07 04:45:37
35842,2015-07-07 06:25:05
35814,2015-07-07 04:22:40
35851,2015-07-07 06:30:24
35885,2015-07-07 16:46:55
35874,2015-07-07 14:32:44
35801,2015-07-07 04:16:35
35876,2015-07-07 15:27:39
35890,2015-07-07 17:06:18
35818,2015-07-07 06:03:27
35817,2015-07-07 04:56:27
35821,2015-07-07 06:21:19
35855,2015-07-07 06:30:40
35841,2015-07-07 06:25:02
35865,2015-07-07 06:31:33
35869,2015-07-07 06:47:18
35872,2015-07-07 08:42:34
35822,2015-07-07 06:21:24
35834,2015-07-07 06:22:03
35891,2015-07-07 17:09:53
35906,2015-07-07 19:01:12
35250,2015-07-03 17:47:13
35918,2015-07-07 20:23:33
35823,2015-07-07 06:21:28
35850,2015-07-07 06:30:17
35825,2015-07-07 06:21:34
35828,2015-07-07 06:21:44
35827,2015-07-07 06:21:42
35831,2015-07-07 06:21:51
35919,2015-07-07 20:56:06
35832,2015-07-07 06:21:53
35883,2015-07-07 16:39:03
35833,2015-07-07 06:21:58
35935,2015-07-07 22:12:07
35915,2015-07-07 20:18:16
35835,2015-07-07 06:22:06
35896,2015-07-07 17:58:45
35838,2015-07-07 06:24:48
35862,2015-07-07 06:31:17
35567,2015-07-04 18:50:57
35934,2015-07-07 22:06:17
35840,2015-07-07 06:24:55
35909,2015-07-07 19:40:51
35846,2015-07-07 06:25:33
35913,2015-07-07 20:12:19
35924,2015-07-07 21:34:42
35948,2015-07-07 23:20:54
35852,2015-07-07 06:30:31
35854,2015-07-07 06:30:38
35856,2015-07-07 06:30:49
35858,2015-07-07 06:31:00
35859,2015-07-07 06:31:05
35871,2015-07-07 08:34:53
35861,2015-07-07 06:31:13
35866,2015-07-07 06:31:36
35897,2015-07-07 17:59:29
35867,2015-07-07 06:36:27
35889,2015-07-07 17:01:25
35875,2015-07-07 15:12:52
35877,2015-07-07 15:41:09
35937,2015-07-07 22:22:42
35904,2015-07-07 18:53:34
35887,2015-07-07 16:47:51
35015,2015-07-02 14:11:52
35881,2015-07-07 16:27:59
35914,2015-07-07 20:18:15
35882,2015-07-07 16:28:07
35921,2015-07-07 21:15:29
35910,2015-07-07 19:49:47
35884,2015-07-07 16:41:31
35920,2015-07-07 21:14:47
35952,2015-07-07 23:34:39
35886,2015-07-07 16:47:11
35912,2015-07-07 20:09:26
35922,2015-07-07 21:25:54
35888,2015-07-07 16:59:20
35942,2015-07-07 22:53:07
35895,2015-07-07 17:46:54
35916,2015-07-07 20:18:47
35449,2015-07-03 23:48:41
35936,2015-07-07 22:18:25
35902,2015-07-07 18:40:21
35917,2015-07-07 20:20:03
35929,2015-07-07 21:43:03
35938,2015-07-07 22:23:19
35905,2015-07-07 18:54:11
35949,2015-07-07 23:23:04
35907,2015-07-07 19:16:37
35908,2015-07-07 19:40:07
35911,2015-07-07 19:49:51
35932,2015-07-07 22:03:33
35927,2015-07-07 21:40:38
35941,2015-07-07 22:51:10
35943,2015-07-07 22:56:59
35386,2015-07-03 21:14:53
35931,2015-07-07 22:02:43
35947,2015-07-07 23:13:28
35939,2015-07-07 22:37:50
35404,2015-07-03 21:42:33
35946,2015-07-07 22:59:59
35945,2015-07-07 22:57:54
34965,2015-07-02 00:25:55
35353,2015-07-03 20:12:10
34966,2015-07-02 00:28:46
34967,2015-07-02 00:40:09
34968,2015-07-02 00:42:05
34969,2015-07-02 00:42:16
34974,2015-07-02 01:12:38
35880,2015-07-07 16:09:17
34970,2015-07-02 00:54:19
34976,2015-07-02 01:19:56
34971,2015-07-02 01:02:23
34975,2015-07-02 01:15:05
34972,2015-07-02 01:03:48
34973,2015-07-02 01:12:01
34977,2015-07-02 02:00:10
34991,2015-07-02 03:58:15
34990,2015-07-02 03:54:20
34982,2015-07-02 02:29:07
34978,2015-07-02 02:04:16
34985,2015-07-02 03:03:01
34983,2015-07-02 02:46:06
34988,2015-07-02 03:18:27
34996,2015-07-02 04:18:08
34997,2015-07-02 04:27:18
34998,2015-07-02 04:35:53
34987,2015-07-02 03:13:55
34984,2015-07-02 02:49:00
34993,2015-07-02 03:59:40
34979,2015-07-02 02:07:54
35010,2015-07-02 07:13:27
35034,2015-07-02 18:34:21
34994,2015-07-02 03:59:53
35007,2015-07-02 06:34:57
35014,2015-07-02 14:07:19
35103,2015-07-03 05:31:24
34999,2015-07-02 04:46:45
35012,2015-07-02 08:14:06
34980,2015-07-02 02:15:06
34989,2015-07-02 03:45:45
34995,2015-07-02 04:06:48
35008,2015-07-02 07:05:25
35001,2015-07-02 05:32:56
35024,2015-07-02 17:00:30
35000,2015-07-02 05:21:33
35002,2015-07-02 05:36:20
35003,2015-07-02 05:40:48
35004,2015-07-02 05:45:14
35038,2015-07-02 19:42:40
35005,2015-07-02 05:54:04
35006,2015-07-02 06:15:53
35009,2015-07-02 07:08:07
35019,2015-07-02 15:16:53
35011,2015-07-02 07:31:08
35033,2015-07-02 18:33:04
35032,2015-07-02 18:26:50
35013,2015-07-02 13:27:25
35029,2015-07-02 18:20:09
35109,2015-07-03 06:31:10
35026,2015-07-02 17:48:20
35031,2015-07-02 18:25:50
35016,2015-07-02 14:21:07
35017,2015-07-02 14:35:23
35018,2015-07-02 15:07:38
35021,2015-07-02 15:47:44
35020,2015-07-02 15:28:24
35022,2015-07-02 16:14:45
35023,2015-07-02 16:45:40
35025,2015-07-02 17:39:12
35027,2015-07-02 18:13:55
35028,2015-07-02 18:16:21
35030,2015-07-02 18:24:40
35561,2015-07-04 17:31:27
35035,2015-07-02 18:43:19
35036,2015-07-02 18:46:27
35037,2015-07-02 19:03:16
35044,2015-07-02 20:43:43
35049,2015-07-02 21:10:54
35054,2015-07-02 21:45:18
35040,2015-07-02 19:50:08
35055,2015-07-02 21:52:03
35056,2015-07-02 22:00:18
35041,2015-07-02 20:26:49
35050,2015-07-02 21:23:30
35051,2015-07-02 21:30:48
35057,2015-07-02 22:05:00
35059,2015-07-02 22:11:51
35064,2015-07-02 22:40:24
35063,2015-07-02 22:28:25
35042,2015-07-02 20:34:56
35052,2015-07-02 21:36:49
35066,2015-07-02 22:46:43
35071,2015-07-02 23:14:31
35061,2015-07-02 22:20:04
35043,2015-07-02 20:41:18
35115,2015-07-03 08:57:35
35053,2015-07-02 21:39:22
35065,2015-07-02 22:45:33
35060,2015-07-02 22:17:41
35058,2015-07-02 22:08:40
35074,2015-07-02 23:24:06
35045,2015-07-02 20:46:11
35062,2015-07-02 22:20:20
35067,2015-07-02 22:46:43
35046,2015-07-02 20:50:33
35068,2015-07-02 22:46:46
35048,2015-07-02 20:53:38
35070,2015-07-02 23:02:38
35073,2015-07-02 23:17:10
35079,2015-07-03 00:01:22
35075,2015-07-02 23:24:13
35076,2015-07-02 23:31:26
35117,2015-07-03 10:24:07
35078,2015-07-02 23:57:44
35080,2015-07-03 00:19:47
35081,2015-07-03 00:37:41
35087,2015-07-03 02:04:50
35088,2015-07-03 02:09:56
35086,2015-07-03 02:03:36
35107,2015-07-03 06:21:43
35082,2015-07-03 00:46:19
35084,2015-07-03 01:36:01
35090,2015-07-03 02:44:15
35085,2015-07-03 01:40:25
35089,2015-07-03 02:19:09
35083,2015-07-03 01:07:29
35108,2015-07-03 06:25:24
35091,2015-07-03 02:47:54
35104,2015-07-03 05:41:28
35110,2015-07-03 06:50:58
35111,2015-07-03 07:06:03
35116,2015-07-03 09:47:49
35119,2015-07-03 13:21:04
35122,2015-07-03 13:47:21
35124,2015-07-03 14:08:38
35125,2015-07-03 14:17:54
35181,2015-07-03 15:57:16
35121,2015-07-03 13:33:43
35123,2015-07-03 13:47:33
35093,2015-07-03 03:04:02
35126,2015-07-03 14:22:06
35092,2015-07-03 02:56:04
35114,2015-07-03 08:34:50
35127,2015-07-03 14:24:22
35133,2015-07-03 14:45:07
35118,2015-07-03 13:06:24
35094,2015-07-03 03:12:52
35130,2015-07-03 14:41:08
35158,2015-07-03 15:21:58
35235,2015-07-03 17:14:54
35243,2015-07-03 17:37:34
35275,2015-07-03 18:21:24
35136,2015-07-03 14:52:53
35095,2015-07-03 03:13:31
35175,2015-07-03 15:55:19
35131,2015-07-03 14:43:07
35226,2015-07-03 17:02:38
35145,2015-07-03 15:07:36
35132,2015-07-03 14:43:08
35225,2015-07-03 17:00:17
35266,2015-07-03 18:13:33
35197,2015-07-03 16:18:39
35096,2015-07-03 03:21:13
35129,2015-07-03 14:38:18
35134,2015-07-03 14:47:18
35157,2015-07-03 15:21:47
35234,2015-07-03 17:14:29
35135,2015-07-03 14:48:01
35097,2015-07-03 03:42:41
35113,2015-07-03 08:18:29
35120,2015-07-03 13:22:33
35128,2015-07-03 14:35:15
35149,2015-07-03 15:11:11
35224,2015-07-03 16:58:27
35231,2015-07-03 17:11:59
35137,2015-07-03 14:52:59
35098,2015-07-03 03:48:20
35156,2015-07-03 15:21:38
35172,2015-07-03 15:46:52
35232,2015-07-03 17:12:11
35277,2015-07-03 18:23:08
35099,2015-07-03 03:55:31
35138,2015-07-03 14:54:05
35200,2015-07-03 16:20:08
35256,2015-07-03 17:54:26
35139,2015-07-03 14:54:51
35100,2015-07-03 03:56:54
35106,2015-07-03 06:10:37
35230,2015-07-03 17:11:05
35140,2015-07-03 14:55:17
35112,2015-07-03 08:09:49
35147,2015-07-03 15:10:15
35182,2015-07-03 15:57:21
35263,2015-07-03 18:07:50
35257,2015-07-03 17:55:37
35105,2015-07-03 06:07:21
35101,2015-07-03 04:20:26
35141,2015-07-03 14:55:57
35240,2015-07-03 17:31:01
35102,2015-07-03 04:26:32
35142,2015-07-03 14:58:13
35204,2015-07-03 16:22:25
35268,2015-07-03 18:14:37
35180,2015-07-03 15:56:40
35143,2015-07-03 14:58:18
35150,2015-07-03 15:12:48
35155,2015-07-03 15:18:27
35144,2015-07-03 15:06:51
35187,2015-07-03 16:03:20
35233,2015-07-03 17:12:16
35271,2015-07-03 18:17:34
35161,2015-07-03 15:27:39
35160,2015-07-03 15:27:01
35211,2015-07-03 16:28:28
35214,2015-07-03 16:36:11
35146,2015-07-03 15:08:43
35222,2015-07-03 16:52:10
35148,2015-07-03 15:10:58
35166,2015-07-03 15:39:00
35194,2015-07-03 16:16:01
35247,2015-07-03 17:40:20
35151,2015-07-03 15:14:30
35152,2015-07-03 15:17:27
35153,2015-07-03 15:17:36
35154,2015-07-03 15:18:14
35202,2015-07-03 16:21:08
35174,2015-07-03 15:53:25
35159,2015-07-03 15:25:33
35164,2015-07-03 15:32:07
35176,2015-07-03 15:55:37
35264,2015-07-03 18:09:55
35184,2015-07-03 16:02:33
35190,2015-07-03 16:04:59
35189,2015-07-03 16:04:35
35191,2015-07-03 16:08:32
35183,2015-07-03 16:02:22
35195,2015-07-03 16:17:28
35185,2015-07-03 16:02:39
35162,2015-07-03 15:29:09
35238,2015-07-03 17:18:31
35178,2015-07-03 15:56:07
35186,2015-07-03 16:03:00
35193,2015-07-03 16:15:01
35203,2015-07-03 16:21:18
35212,2015-07-03 16:31:18
35216,2015-07-03 16:40:45
35252,2015-07-03 17:50:58
35254,2015-07-03 17:51:02
35163,2015-07-03 15:30:59
35262,2015-07-03 18:06:22
35196,2015-07-03 16:17:38
35179,2015-07-03 15:56:14
35206,2015-07-03 16:25:45
35219,2015-07-03 16:46:15
35259,2015-07-03 18:02:05
35242,2015-07-03 17:35:58
35280,2015-07-03 18:31:41
35165,2015-07-03 15:38:20
35269,2015-07-03 18:14:48
35208,2015-07-03 16:26:36
35255,2015-07-03 17:52:15
35210,2015-07-03 16:28:24
35167,2015-07-03 15:40:14
35188,2015-07-03 16:04:00
35169,2015-07-03 15:42:34
35199,2015-07-03 16:19:24
35213,2015-07-03 16:33:55
35228,2015-07-03 17:03:55
35276,2015-07-03 18:22:01
35168,2015-07-03 15:42:21
35215,2015-07-03 16:37:08
35207,2015-07-03 16:26:08
35229,2015-07-03 17:06:01
35244,2015-07-03 17:37:38
35170,2015-07-03 15:44:59
35177,2015-07-03 15:55:53
35192,2015-07-03 16:11:33
35209,2015-07-03 16:26:56
35217,2015-07-03 16:41:29
35201,2015-07-03 16:20:20
35171,2015-07-03 15:45:23
35218,2015-07-03 16:45:29
35227,2015-07-03 17:03:45
35279,2015-07-03 18:29:34
35221,2015-07-03 16:47:50
35173,2015-07-03 15:48:46
35239,2015-07-03 17:19:56
35220,2015-07-03 16:47:23
35198,2015-07-03 16:18:44
35223,2015-07-03 16:56:12
35246,2015-07-03 17:39:19
35236,2015-07-03 17:16:08
35258,2015-07-03 17:59:42
35245,2015-07-03 17:37:38
35237,2015-07-03 17:17:42
35249,2015-07-03 17:46:55
35251,2015-07-03 17:49:32
35248,2015-07-03 17:42:33
35253,2015-07-03 17:51:00
35261,2015-07-03 18:04:26
35260,2015-07-03 18:02:42
35265,2015-07-03 18:12:33
35267,2015-07-03 18:14:10
35270,2015-07-03 18:16:17
35272,2015-07-03 18:19:21
35273,2015-07-03 18:20:23
35282,2015-07-03 18:35:52
35284,2015-07-03 18:38:09
35274,2015-07-03 18:21:13
35278,2015-07-03 18:25:40
35281,2015-07-03 18:34:29
35283,2015-07-03 18:37:58
35285,2015-07-03 18:39:13
35286,2015-07-03 18:40:34
35287,2015-07-03 18:40:52
35288,2015-07-03 18:43:10
35294,2015-07-03 18:58:49
35289,2015-07-03 18:44:14
35290,2015-07-03 18:45:58
35291,2015-07-03 18:49:49
35292,2015-07-03 18:50:43
35293,2015-07-03 18:58:04
35318,2015-07-03 19:21:00
35295,2015-07-03 19:00:25
35325,2015-07-03 19:27:54
35326,2015-07-03 19:28:24
35322,2015-07-03 19:25:09
35296,2015-07-03 19:00:41
35297,2015-07-03 19:00:58
